movie_title,genre,release_date,director,actor,rating,duration,language,country,box_office
"Like Sunday, Like Rain",thriller,8/12/2009,Nari Scantleberry,Jamal Beves,8.4,103,Afrikaans,China,Yuan Renminbi
My Beautiful Laundrette,action,3/2/2010,Peggie Lovat,Sarah Ixer,7.6,227,Korean,Russia,Ruble
"Long Good Friday, The",drama,7/30/2020,Cinda Halwood,Eleonora Rosen,6.7,228,Kazakh,Brazil,Real
Storage,thriller,6/30/2008,Adrien Fishwick,Elsy Moxham,4.0,235,Gujarati,China,Yuan Renminbi
Dance of Outlaws (Häätanssi),action,2/3/2012,Donica Obin,Case Loachhead,2.4,154,Hebrew,Croatia,Kuna
Gerontophilia,action,7/22/2002,Dwight Wulfinger,Joann Tidmarsh,8.2,210,Korean,Swaziland,Lilangeni
Stash House,comedy,9/12/2021,Marlyn Janu,Benjie Johnes,3.9,110,German,Sweden,Krona
"Conquest, The (La conquête)",action,3/8/2017,Koressa Skinn,Brietta Alelsandrovich,6.8,61,Filipino,Greece,Euro
Bunnyman,romance,8/19/2000,Gussy Mayfield,Archibald Wannes,4.6,84,Kashmiri,Finland,Euro
Kill Buljo: The Movie,thriller,7/29/2017,Emelia Aleswell,Darb Ucceli,9.0,73,Bosnian,Spain,Euro
Uncle Buck,comedy,3/15/2005,Dru Nash,Olin Broome,6.7,148,Indonesian,China,Yuan Renminbi
Frequently Asked Questions About Time Travel,thriller,3/18/2006,Paulie Rosendorf,Korie Hulks,7.7,161,Swahili,Poland,Zloty
No One Lives,comedy,3/14/2011,Tiff Gonnet,Kiah Presnall,7.9,146,Thai,Afghanistan,Afghani
"Birder's Guide to Everything, A",thriller,4/5/2003,Suzanne Yantsurev,Jefferey Dennitts,9.8,160,Swahili,China,Yuan Renminbi
"Dark Knight Rises, The",thriller,10/31/2009,Merlina Siebart,Lexis Shellard,8.5,204,Polish,Mexico,Peso
"Holding, The",romance,12/14/2021,Neddy Trammel,Cristionna Zarfat,8.7,121,Persian,Denmark,Krone
Tarzan Finds a Son!,comedy,2/23/2016,Pansy Gosling,Roi Aubery,3.0,119,Thai,Mexico,Peso
"Train Robbers, The",romance,2/16/2022,Zacharia Mallall,Niccolo Algar,7.7,198,Azeri,Venezuela,Bolivar
No Time For Sergeants,drama,5/2/2006,Chrysler Goodin,Roosevelt Wellbelove,7.8,163,Sotho,Mexico,Peso
Dark Journey,comedy,9/7/2003,Marielle Speariett,Marys Norvell,7.3,100,New Zealand Sign Language,Kosovo,Euro
Treacle Jr.,drama,6/27/2019,Reena Ivankovic,Hewie Choak,2.9,217,Belarusian,Portugal,Euro
Holiday (Jour de fête),comedy,7/8/2013,Dorolisa Simon,Sydel Grundell,9.7,180,Haitian Creole,China,Yuan Renminbi
Wonderful Days (a.k.a. Sky Blue),romance,4/17/2011,Riva Derisly,Blancha Ibbetson,4.3,80,Assamese,Indonesia,Rupiah
Mayerling,thriller,5/20/2004,Agathe Llorens,Rodrique Fendlen,10.0,76,Fijian,France,Euro
"Keeper of Lost Causes, The (Kvinden i buret)",comedy,9/16/2003,Joyce Gillard,Astrid Maly,4.4,80,German,Canada,Dollar
Night Falls on Manhattan,drama,5/4/2002,Catherin Fehner,Doris Peddersen,1.8,232,Japanese,Indonesia,Rupiah
Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei),comedy,9/24/2000,Kilian Skillings,Cecilio Lisciandri,9.7,160,Tsonga,Philippines,Peso
"Wayward Bus, The",thriller,8/17/2004,Lula Penlington,Jocelyn Cleef,8.9,142,Khmer,Poland,Zloty
Caddyshack,comedy,6/28/2005,Dasha Entwistle,Gib McCaffrey,6.8,66,Aymara,Russia,Ruble
Loulou,drama,9/17/2006,Keslie Mahon,Caterina Brammall,4.8,103,Tok Pisin,Mexico,Peso
"Last Supper, The",action,3/5/2015,Lanie Casin,Mill Kiefer,3.1,194,Malayalam,Zimbabwe,Dollar
Captain America,drama,4/5/2001,Tootsie Scougal,Lauritz Sparrowe,5.6,226,Hebrew,Brazil,Real
What's the Worst That Could Happen?,comedy,12/22/2007,Dannie Sanpher,Welbie Dunford,7.7,223,Yiddish,France,Euro
Gangsters,romance,6/28/2003,Rosanne Atherley,Tirrell Dignan,4.6,156,Macedonian,Canada,Dollar
Lady in Cement,comedy,10/7/2003,Carney Yude,Andy Sictornes,2.9,191,Kurdish,Philippines,Peso
Quigley Down Under,drama,3/17/2004,Helaina Rasor,Christiana Pawson,4.2,191,Marathi,China,Yuan Renminbi
Alex and Emma,comedy,11/3/2002,Judi Sline,Silvana Ewbanche,7.1,225,Finnish,Portugal,Euro
Loulou,comedy,8/11/2017,Yoko Grishinov,Adda Hargitt,3.3,99,Icelandic,China,Yuan Renminbi
"Geographer Drank His Globe Away, The (Geograf globus propil)",thriller,2/18/2016,Lana Lissandre,Alaric Dummett,9.3,218,Pashto,Morocco,Dirham
On the Beach,comedy,11/2/2010,Waring Meiklem,Jessica McLise,1.9,216,Bosnian,Portugal,Euro
"New Rulers of the World, The",thriller,4/22/2013,Lionel Bernetti,Yettie Pearcy,8.1,60,Zulu,China,Yuan Renminbi
Amazon Jack 2: The Movie Star (a.k.a. Hugo the Movie Star) (Jungledyret 2 - den store filmhelt),comedy,5/31/2018,Cicely Beavis,Elfie Iggalden,9.7,140,Italian,Philippines,Peso
Mr. Nanny,comedy,7/22/2008,Jared Verchambre,Davina Harce,3.4,213,Pashto,United States,Dollar
"Introduction to Physics, An",romance,4/8/2012,Joline Tythe,Zeke Picott,1.1,199,Aymara,Ghana,Cedi
Your Life in 65 (Tu vida en 65'),thriller,9/29/2020,Ginelle Bastock,Caddric Hurrell,3.1,183,Finnish,Cameroon,Franc
Rock the Boat,drama,8/8/2016,Neile Jope,Elga Parkin,9.5,117,Punjabi,Venezuela,Bolivar
Sut (Milk),thriller,10/1/2011,Clim Muffen,Livia Wildish,8.0,194,Afrikaans,Slovenia,Euro
"Goodbye, Mr. Chips",action,12/25/2002,Shirlee Duplain,Glenna Gedney,4.5,72,Filipino,China,Yuan Renminbi
Sleuth,comedy,12/12/2000,Oralla Longega,Paola MacNally,9.2,150,Polish,Burkina Faso,Franc
Smiley Face,drama,7/22/2006,Keene Dod,Brion Ranklin,1.5,192,Japanese,Portugal,Euro
Robinson Crusoe (Daniel Defoe's Robinson Crusoe),comedy,11/21/2010,Brigit Cornillot,Clem MacPaik,1.4,211,German,Bosnia and Herzegovina,Marka
Double Happiness,action,2/26/2000,Carry Wilgar,Ashlie Miguel,9.2,169,Hungarian,Iran,Rial
Lower City (Cidade Baixa),action,4/11/2010,Germana Cranston,Nanon de Savery,2.0,94,Fijian,Indonesia,Rupiah
"Truce, The (a.k.a. La Tregua)",comedy,9/27/2006,Casandra Leaburn,Nicolais Robinet,5.1,137,Northern Sotho,Brazil,Real
Two of a Kind,romance,12/16/2011,Frederich Standeven,Toiboid Morde,4.6,122,Yiddish,Japan,Yen
"20,000 Years in Sing Sing",action,8/21/2017,Marguerite Jelleman,Thedrick Fidele,4.2,70,Hiri Motu,Indonesia,Rupiah
Butterfly,drama,8/29/2008,Aaren Ilymanov,Clarita Laugheran,5.9,184,Danish,Morocco,Dirham
"Paris, I Love You (Paris, je t'aime)",action,11/10/2000,Jeffie Boutton,Giacobo Brownjohn,8.5,234,Tajik,Mongolia,Tugrik
"Ditchdigger's Daughters, The",comedy,8/15/2016,Bran Windle,Quinton Robbins,7.7,157,Lithuanian,Vietnam,Dong
Theatre of Blood,romance,12/30/2019,Sasha Gurr,Arin Bettlestone,9.4,147,Hiri Motu,Hungary,Forint
Lisa Picard is Famous (a.k.a. Famous),action,11/18/2015,Forster Melmore,Erminia Birtwisle,9.4,62,Montenegrin,Philippines,Peso
Space Cowboys,action,11/13/2019,Leland Klimshuk,Keriann Bonnyson,9.0,163,Swahili,Ukraine,Hryvnia
Jackass Number Two,drama,7/12/2005,Dacie Lanegran,Edee Ceci,9.8,196,Amharic,France,Euro
C.O.G.,action,4/9/2005,Leontyne Yegoshin,Lena Pidgin,2.0,143,Mongolian,Serbia,Dinar
"Kingdom, The",drama,1/31/2007,Sascha Janicijevic,Alexandr McDonell,9.2,182,Tetum,Indonesia,Rupiah
In the Folds of the Flesh,action,4/20/2012,Mellie Hydes,Basilius Burker,1.3,71,Tajik,Colombia,Peso
Ladies vs. Ricky Bahl,thriller,3/3/2010,Coral Blincko,Dulcine LLelweln,1.1,73,Spanish,Sweden,Krona
McLibel,romance,9/24/2006,Bliss Fraanchyonok,Dorris Wybourne,2.4,185,Albanian,Japan,Yen
"Sorry, Wrong Number",romance,6/9/2006,Delaney Tremmil,Wilone Howlings,3.4,154,Montenegrin,Sweden,Krona
Wu yen,action,5/6/2019,Fanechka Brahmer,Bennie Szanto,6.5,154,West Frisian,Slovenia,Euro
No Looking Back,thriller,10/7/2021,Edmund Assante,Gayle Muschette,8.2,95,Finnish,China,Yuan Renminbi
"Borrowers, The",romance,7/17/2020,Salmon Pirelli,Justine Lochrie,1.3,226,Bengali,Indonesia,Rupiah
One Husband Too Many,comedy,9/30/2010,Dwight Oldcroft,Leigha Antley,4.9,65,Punjabi,Czech Republic,Koruna
Born Yesterday,action,11/29/2001,Raychel Patington,Calhoun Croose,7.2,93,New Zealand Sign Language,Brazil,Real
Bird of Paradise,comedy,10/9/2014,Morgen Nesby,Myrna Hastewell,9.3,88,Tamil,Brazil,Real
"Fistful of Dollars, A (Per un pugno di dollari)",romance,6/3/2015,Siffre Matuszak,Florinda Rodinger,9.1,109,Bosnian,Brazil,Real
Bird,thriller,2/3/2021,Nester Roome,Alic Gormally,2.6,152,Swati,China,Yuan Renminbi
Futureworld,thriller,6/13/2020,Nerty Mitchelson,Terry Dumbarton,2.3,177,Hiri Motu,China,Yuan Renminbi
Death Note 2: The Last Name,drama,9/24/2005,Carling Wathan,Martina Strick,5.6,216,Luxembourgish,China,Yuan Renminbi
Thrust in Me,romance,7/13/2019,Dannye Raveau,Gabriellia Pitherick,4.9,184,Polish,Afghanistan,Afghani
Riding Alone for Thousands of Miles (Qian li zou dan qi),thriller,10/8/2010,Janeva Feild,Evanne MacAllester,5.7,104,Pashto,Mali,Franc
Riffraff,action,9/4/2019,Barris MacAvaddy,Powell Longstreeth,6.0,220,Hindi,Guatemala,Quetzal
Grosse Pointe Blank,action,5/18/2008,Sherwin Geeritz,Alie MacGowing,8.6,214,Montenegrin,China,Yuan Renminbi
Monday Morning (Lundi matin),drama,1/29/2019,Janie Purseglove,Cully Justun,7.7,110,Haitian Creole,France,Euro
Cinderella,action,2/2/2009,Brinn Stobie,Lane Grumell,8.6,167,Polish,China,Yuan Renminbi
Jamaica Inn,comedy,6/13/2002,Sawyer Gunbie,Consuela Bispo,3.1,157,Hindi,Morocco,Dirham
Riders of the Purple Sage,drama,10/20/2012,Chadwick Gotter,Flossy Draycott,4.0,92,Telugu,United States,Dollar
Sofia's Last Ambulance (Poslednaka lineika na Sofia),drama,9/3/2021,Leonie Leinster,Edward Lown,8.9,127,Lao,Indonesia,Rupiah
Chicken Little,thriller,10/14/2012,Maribelle Cano,Carissa Kigelman,3.6,178,Afrikaans,Canada,Dollar
Kagemusha,action,7/1/2019,Hobie Govenlock,Estevan Winham,4.3,98,Persian,Germany,Euro
Midnight Movies: From the Margin to the Mainstream,comedy,3/16/2003,Augie Greendale,Klemens Leere,2.6,126,Lithuanian,Indonesia,Rupiah
Bernie,action,5/19/2009,Duke Aindriu,Gisella Dany,7.7,66,Somali,Portugal,Euro
Happy End,thriller,2/15/2007,Alyosha Cunniff,Jed Redington,6.5,217,West Frisian,Indonesia,Rupiah
It's a Gift,drama,10/17/2006,Zorina Crowdy,Garreth Randals,9.7,115,Arabic,Democratic Republic of the Congo,Franc
Death at a Funeral,drama,9/15/2012,Flossi Troman,Piggy Willas,5.4,224,Tswana,Indonesia,Rupiah
Kill List,thriller,3/14/2012,Fiann Ovitts,Cicily Baiden,1.4,214,Thai,Poland,Zloty
Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng),comedy,7/6/2018,Lauren Daughton,Myrna Langthorn,3.3,181,Hungarian,Ecuador,Dollar
"Importance of Tying Your Own Shoes, The (Hur många lingon finns det i världen?)",thriller,10/5/2015,Licha Holyard,Janeta Cozzi,1.6,137,Sotho,Thailand,Baht
"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",drama,11/6/2018,Hebert Juckes,Neall Byron,2.4,213,Albanian,Bulgaria,Lev
Tough Guys,romance,11/14/2020,Thacher MacDowal,Caryl Flett,9.8,106,Bulgarian,Ukraine,Hryvnia
Casablanca,drama,2/7/2016,Arte Helbeck,Avril Gumby,3.5,202,Ndebele,Indonesia,Rupiah
Ziggy Stardust and the Spiders from Mars,comedy,1/3/2016,Mace Hembrow,Cecilla Gilhoolie,8.8,67,Portuguese,France,Euro
For a Woman (Pour une femme),comedy,1/4/2000,Dun Amoss,Morganica Cayette,1.8,79,Gujarati,Kenya,Shilling
Calling Bulldog Drummond,action,6/14/2016,Jesse Scannell,Yvette Spurling,6.4,143,Luxembourgish,Poland,Zloty
Outrageous Class (Hababam sinifi),action,8/6/2016,Myles Rollins,Livvie Lechmere,3.5,97,Nepali,Niger,Franc
They Call Me Renegade,action,5/19/2019,Clerkclaude Comberbeach,Rahal Hintze,1.6,87,Malagasy,Canada,Dollar
Lord Jim,romance,2/24/2013,Jarrod Branchett,Brady Teager,6.2,134,Danish,Tajikistan,Somoni
City by the Sea,comedy,7/7/2008,Lorie Heild,Jim Antonin,4.9,71,Maltese,Portugal,Euro
This Boy's Life,romance,2/22/2022,Cass Raiston,Mavis Chesley,1.9,117,Catalan,Slovenia,Euro
"Last Kiss, The",drama,6/4/2021,Sherlocke Feaks,Keir O'Fogerty,2.4,226,Italian,Philippines,Peso
"Osterman Weekend, The",romance,7/22/2016,Massimo Bisley,Fredi Castellet,7.9,85,Azeri,Russia,Ruble
October Sky,romance,4/9/2000,Chance Derl,Millicent Tireman,2.6,215,Northern Sotho,China,Yuan Renminbi
The Army,thriller,7/25/2000,Percy Gomar,Wiley Stot,2.4,178,Dutch,France,Euro
Bad Blood: A Cautionary Tale ,drama,6/7/2000,Marti Bransden,Kakalina Camplejohn,9.9,142,Estonian,Serbia,Dinar
Lord Jim,romance,1/10/2015,Leora Schwandermann,Celie Potte,3.3,176,Kyrgyz,Philippines,Peso
3096 Days,action,7/3/2018,Tommy Quartley,Muire O'Kenny,5.4,186,Luxembourgish,Philippines,Peso
"Three Musketeers, The",drama,4/6/2011,Kordula Warnes,Charlotta Hanstock,7.0,142,Albanian,Ireland,Euro
In a Town This Size,action,5/29/2015,Althea Tomaszek,Rodrigo Ingle,2.4,139,Gujarati,Vietnam,Dong
Hancock,drama,10/17/2006,Hugo Pockett,Tootsie Jolin,7.0,217,Kannada,Sri Lanka,Rupee
"Headless Woman, The (Mujer sin cabeza, La)",romance,11/22/2015,Floyd Crowcum,Kelbee Woehler,4.6,122,Azeri,Thailand,Baht
Repeaters ,comedy,9/13/2008,Sherman Malby,Emmalyn Filshin,3.8,201,Japanese,Indonesia,Rupiah
"Anniversary Party, The",comedy,10/10/2021,Robinetta Ridger,Rhona Ilott,5.2,84,Malay,Argentina,Peso
Superstar,comedy,6/14/2007,Anissa Challin,Lacy Awcoate,2.4,73,West Frisian,Brazil,Real
Once Upon a Time in the West (C'era una volta il West),romance,4/14/2009,Elfrieda Charlewood,Marlowe Rallings,5.3,228,West Frisian,Indonesia,Rupiah
Ringers: Lord of the Fans,drama,5/27/2018,Lilith Lorenc,Raff Cockshott,4.2,197,Somali,Peru,Sol
Eu Não Quero Voltar Sozinho (I Don't Want to Go Back Alone),comedy,7/1/2015,Ashlie Grece,Mitchell Wyse,2.6,183,Gujarati,Argentina,Peso
Athena,thriller,11/8/2003,Ashbey Malyan,Alphard Murton,9.5,211,Danish,Sweden,Krona
Out On A Limb,action,12/8/2004,Lauralee Dyerson,Elita Drew,7.9,199,Punjabi,China,Yuan Renminbi
"Replacement Killers, The",thriller,8/22/2000,Ricki Verlinde,Neal Sawer,3.4,191,Aymara,Brazil,Real
Secrets of Eden,comedy,3/12/2010,Lea Sedgeworth,Evania Elliston,9.8,175,Assamese,Russia,Ruble
Twilight,comedy,8/15/2019,Lauretta Heath,Lucille Gilardi,3.6,218,Quechua,China,Yuan Renminbi
Female Perversions,action,10/9/2012,Tandi Eisig,Ottilie Trimby,2.1,80,Spanish,Thailand,Baht
Guantanamera,comedy,10/31/2016,Ambros Ruskin,Nadya Pettko,7.4,175,Tamil,France,Euro
"Man Called Peter, A",action,4/12/2007,Nicolette McKenzie,Waylin Ivanonko,9.5,132,Kurdish,United States,Dollar
My Family,comedy,4/29/2005,Oliver Brouard,Bink Noar,8.7,226,Nepali,Russia,Ruble
Gamera vs. Viras ,action,5/19/2015,Tony Lory,Anica Cornehl,1.9,191,Latvian,Estonia,Euro
"Finger, The (Dedo, El)",drama,11/13/2016,Angelique Mowett,Paxton Matevosian,1.1,121,Quechua,Russia,Ruble
Bulletproof Monk,thriller,1/22/2013,Valerie Lowell,Vitoria Akast,6.9,230,Tetum,United States,Dollar
"Wild Grass (Herbes folles, Les)",romance,7/11/2018,Verna Gaber,Darius Bremner,3.0,103,Kyrgyz,Russia,Ruble
Warlock,romance,4/2/2016,Gherardo Cockman,Alissa Kerswell,4.1,219,Burmese,United States,Dollar
"Incredible Hulk Returns, The",thriller,4/22/2015,Halsey Bernadot,Shauna Kirkness,3.3,145,Kurdish,China,Yuan Renminbi
"Addiction, The",drama,1/10/2015,Katheryn Hansford,Dane Clack,3.4,87,Swahili,Ethiopia,Birr
"Guard, The",action,4/26/2003,Gary Van Oord,Ginevra Gladstone,6.4,92,Guaraní,Colombia,Peso
Tom Sawyer,thriller,2/22/2002,Joannes Stedall,Jessee Heartfield,7.9,106,Irish Gaelic,Indonesia,Rupiah
Commando,thriller,4/17/2010,Gerrie Devers,Alejandrina McLucky,6.0,63,Dari,Brazil,Real
Agent Cody Banks,drama,10/9/2009,Agnella Mogenot,Elwira Standall,5.6,198,West Frisian,Mongolia,Tugrik
"Guide, The (O Xenagos)",thriller,5/26/2015,Carola Gepp,Collete Striker,2.2,95,Korean,Portugal,Euro
Skokie ,action,11/27/2009,Zena Olliffe,Valida Neads,7.8,88,New Zealand Sign Language,Colombia,Peso
Diamond Girl,action,9/11/2009,Reinald Castano,Jami Syde,5.7,157,Belarusian,Canada,Dollar
The Epic of Everest,drama,6/8/2015,Brietta Kelinge,Oran Treamayne,3.1,184,Icelandic,Portugal,Euro
Serena,drama,5/23/2003,Kordula Leport,Rica Dougherty,8.5,212,Portuguese,Argentina,Peso
Rocks in my Pockets,romance,11/11/2013,Adaline Iacopo,Heddi Trice,9.2,80,Amharic,Canada,Dollar
"Guns of Navarone, The",comedy,4/6/2013,Janella Pudsall,Arv Hefforde,6.0,167,Swedish,China,Yuan Renminbi
"Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata)",romance,1/30/2008,Fairfax Hessay,Arley German,8.2,182,Tetum,Czech Republic,Koruna
Nightfall,comedy,4/28/2005,Filippa Brimble,Bambi Girkin,8.6,206,Bosnian,Czech Republic,Koruna
Voices,action,12/20/2008,Alane Barrabeale,Kordula Ottery,1.1,207,Tajik,China,Yuan Renminbi
Urban Legends: Final Cut,romance,12/31/2003,Jaine McGeoch,Miguela Brick,7.6,70,Luxembourgish,China,Yuan Renminbi
Event Horizon,comedy,10/25/2017,Guenevere Jewel,Burr Bugden,3.5,144,Kannada,Hungary,Forint
Ballplayer: Pelotero,romance,11/22/2014,Franciskus Yakuntsov,Lawry Maase,4.6,239,Marathi,Indonesia,Rupiah
Evil Roy Slade,action,1/11/2015,Alexine Jecks,Lauryn Semark,6.4,94,Kashmiri,Indonesia,Rupiah
Highlander II: The Quickening,action,7/4/2015,Artur Linger,Nathanial Crallan,3.9,128,French,Netherlands,Euro
American Outlaws,drama,11/11/2020,Elisha Di Maggio,Sallyann Campany,1.4,96,Albanian,Sweden,Krona
Grant Morrison: Talking with Gods,drama,11/13/2017,Ailyn Wawer,Giuseppe Marlen,6.4,165,Bislama,Slovenia,Euro
"Lady is Willing, The",comedy,8/8/2014,Gearard Harriss,Jordan Kezor,7.1,67,Moldovan,United States,Dollar
Season's Greetings,drama,3/25/2006,Alvina McDowell,Neysa Whitley,2.2,173,Somali,China,Yuan Renminbi
Fog Over Frisco,romance,9/15/2013,Jedd Dahlgren,Marsha Oxer,8.8,151,Romanian,Russia,Ruble
"Atomic Cafe, The",drama,11/15/2000,Marchelle Conklin,Carolee Mash,7.3,175,Telugu,Philippines,Peso
Interiors,action,8/19/2021,Gawain Ellett,Shina Wooster,9.7,119,Dhivehi,Indonesia,Rupiah
"Prince of Tides, The",drama,11/5/2000,Marilee Ballin,Cal Peggram,1.8,214,Bulgarian,Colombia,Peso
"Place of One's Own, A",action,8/15/2005,Idell Orbine,Dun Corden,9.4,128,Dari,China,Yuan Renminbi
Bhutto,action,8/25/2012,Blaire Scholcroft,Jennica Bravington,9.8,108,Bengali,Czech Republic,Koruna
Your Friends and Neighbors,thriller,4/6/2004,Erie Cowdery,Sile Tatum,6.1,141,Greek,Poland,Zloty
Water,drama,6/10/2003,Vinson Lindell,Phillip MacArthur,4.1,165,Bislama,China,Yuan Renminbi
How to Die in Oregon,comedy,4/2/2009,Dionis Harland,Carmine Finlason,6.6,110,Hebrew,Indonesia,Rupiah
"Last Horror Movie, The",drama,2/11/2021,Shep Nys,Albie Polsin,5.6,112,Georgian,Indonesia,Rupiah
Rain Over Santiago (Il pleut sur Santiago),drama,7/16/2014,Lammond Cullingford,Janot Andrez,3.0,142,Oriya,China,Yuan Renminbi
Naked Gun 33 1/3: The Final Insult,romance,3/4/2004,Werner McElwee,Karim Downes,8.2,120,French,China,Yuan Renminbi
"Home and the World, The (Ghare-Baire)",comedy,9/9/2020,Mattie Kilfedder,Dorothea Chitham,6.7,71,West Frisian,China,Yuan Renminbi
"Young Lieutenant, The (Le petit lieutenant)",drama,2/6/2004,Elmira Ponton,Norris Burgh,7.4,219,Bulgarian,Philippines,Peso
Gen-Y Cops (Te jing xin ren lei 2) (Gen-X Cops 2: Metal Mayhem) (Metal Mayhem),action,2/23/2019,Hallsy Read,Stephi Asey,2.6,152,Bosnian,Honduras,Lempira
Superstar: The Karen Carpenter Story,drama,4/22/2009,Novelia Crayke,Gilbert Scurfield,2.3,106,Korean,Australia,Dollar
Invaders from Mars,comedy,5/2/2007,Cassie McBeith,Emmett Gillino,8.4,239,Filipino,Poland,Zloty
Mr. Brooks,action,8/21/2003,Sybila Bonaire,Carola Corbridge,5.8,124,Burmese,Russia,Ruble
Genghis Khan,drama,1/18/2018,Aila Regler,Bronnie Straniero,5.7,156,Chinese,China,Yuan Renminbi
"Terrible Kids (Enfants terribles, Les) (Strange Ones, The)",action,4/6/2005,Myrle Gommes,Tabb Ansell,6.3,187,Chinese,Zimbabwe,Dollar
White Oleander,comedy,4/7/2016,Tanny Rolin,Ynez Hornung,4.8,95,German,Argentina,Peso
"Snowtown (Snowtown Murders, The)",action,12/17/2016,Rebecca Pitney,Golda Nortunen,4.3,186,Northern Sotho,United States,Dollar
Sex Galaxy,action,7/15/2022,Jess Catlette,Webb Fawdrey,6.5,221,Dzongkha,Indonesia,Rupiah
Mommy,drama,5/12/2015,Rennie Vidler,Audie Midlane,2.4,77,Māori,Mexico,Peso
Secuestrados (Kidnapped),action,11/22/2013,Wilhelmine Pablo,Margret Mallinar,1.6,96,Khmer,Philippines,Peso
"Crush, The (La cotta)",drama,11/24/2015,Tailor Bendle,Quintana Rivers,8.6,217,Bislama,Poland,Zloty
"Secret in Their Eyes, The (El secreto de sus ojos)",thriller,7/26/2014,Golda Peyro,Keely Foale,2.1,79,Irish Gaelic,Mexico,Peso
Initial D (Tau man ji D),comedy,6/3/2005,Babs Gelly,Gothart Muscroft,2.1,93,Lao,Tajikistan,Somoni
Background to Danger,romance,10/14/2004,Milzie Lovering,Boone Cowle,9.7,123,Maltese,France,Euro
Alien Nation: Dark Horizon,thriller,4/11/2018,Thorn McCart,Galen Knutsen,4.7,156,Malagasy,Norway,Krone
The Oblong Box,romance,12/4/2018,Calypso Bertenshaw,Lester Monument,7.4,112,Burmese,Indonesia,Rupiah
Santa Claus: The Movie,comedy,7/10/2020,Christoph Whorton,Riannon Hammatt,2.4,148,Chinese,Uruguay,Peso
Yumurta (Egg),romance,1/3/2004,Rubetta McGriffin,Hillel Plumb,7.2,227,Malagasy,Thailand,Baht
Dumbo,drama,6/25/2004,Minta Vallis,Helenelizabeth Ancell,6.2,192,Swahili,Finland,Euro
Barnens ö,action,8/16/2019,Kylie Placidi,Bailie Guilloux,2.9,62,Estonian,Indonesia,Rupiah
"Frozen North, The",drama,1/30/2007,Fielding Beany,Rollin Gurling,7.2,86,Chinese,Russia,Ruble
Inauguration of the Pleasure Dome,romance,11/28/2022,Asher Heggman,Andy Ponte,4.5,226,New Zealand Sign Language,Finland,Euro
This Happy Breed,comedy,11/16/2002,Brendon Wingeatt,Glad Offell,5.6,240,Indonesian,Portugal,Euro
Palme,comedy,8/4/2022,Tedra O' Ronan,Tobye Hateley,4.6,158,German,Russia,Ruble
Chance Pe Dance,thriller,2/4/2014,Mylo Schooling,Frannie Livick,6.5,236,Hebrew,China,Yuan Renminbi
The Lunchbox,action,12/21/2010,Cecilius Abbitt,Bartlet Breissan,9.6,137,West Frisian,Russia,Ruble
"Amazing Panda Adventure, The",drama,3/28/2007,Phyllida Attac,Meriel Follin,5.5,182,Nepali,China,Yuan Renminbi
I Even Met Happy Gypsies (Skupljaci perja),action,5/27/2011,Josepha Ainsworth,Suki Goodrick,4.6,208,Dari,Portugal,Euro
All the Invisible Children,drama,1/5/2007,Felicio Chadwick,Clair Reckus,9.9,134,Assamese,France,Euro
"Inheritance, The (Arven)",drama,8/13/2003,Tabatha Roffey,Bobbi Hissie,7.5,231,Tok Pisin,Ukraine,Hryvnia
Personal Effects,drama,12/13/2006,Meggy Dymocke,Mariquilla Pepler,6.5,233,Georgian,Indonesia,Rupiah
Phantom Pain,thriller,12/23/2021,Lindsay Glantz,Madonna Wedmore,7.2,67,Gagauz,Norway,Krone
Just Friends,romance,11/19/2000,Janessa Kiffin,Ginnie McBayne,2.2,209,Persian,Sweden,Krona
"Way We Were, The",drama,5/28/2009,Mozes Grigg,Belva Battabee,9.1,103,Tok Pisin,United States,Dollar
Moscow Clad in Snow (Moscou sous la neige) ,action,4/23/2007,Melodie Oneil,Skipper Huggon,4.4,148,Somali,Finland,Euro
"Paris, France",thriller,12/31/2018,Elladine Verdey,Chlo McNally,1.4,65,Lithuanian,Brazil,Real
Doctor at Large,comedy,2/9/2007,Hill Ballam,Arturo De Zamudio,1.5,61,Azeri,Philippines,Peso
Thrashin',action,12/10/2003,Abelard Larchier,Godart Lurner,2.1,86,Kurdish,Portugal,Euro
"Sleeping Car Murder, The (Compartiment tueurs)",comedy,7/6/2022,Lefty Klimowicz,Rina Pettit,6.0,231,Hindi,Croatia,Kuna
Man in the Middle,drama,7/30/2015,Debora Kindread,Minnnie Di Matteo,7.1,82,Mongolian,Indonesia,Rupiah
Mammoth (Mammut),action,8/10/2021,Jordanna Hiscoe,Maud Hanway,3.6,168,Macedonian,Brazil,Real
Touching the Void,action,11/20/2007,Andriette Dumberell,Wendel Rathmell,8.8,104,Kazakh,Venezuela,Bolivar
Daydreams,thriller,11/14/2000,Audi Hosier,Laurie Josowitz,3.9,157,Romanian,China,Yuan Renminbi
Moscow Laughs,drama,7/2/2014,Cecil Vaines,Berty Oret,1.9,221,Malay,Nigeria,Naira
